Time,Title,Types,Number of reads,Comments,Author
08-09 08:17,汇丰控股(00005.HK)回购约283.58万股,资讯,1268,0,汇丰控股资讯
08-09 08:03,汇丰控股(00005)8月8日回购283.58万股,资讯,1047,0,汇丰控股资讯
08-09 07:51,本身股份之交易,公告,4084,0,汇丰控股资讯
08-08 17:11,汇丰控股(00005)8月7日耗资1.43亿港元回购237.16万股,资讯,1122,0,汇丰控股资讯
08-08 16:38,翌日披露報表,公告,1503,0,汇丰控股资讯
08-08 14:37,汇控(00005-HK)回购股份,资讯,1108,0,汇丰控股资讯
08-08 10:11,汇控上日伦交所回购逾237万股 涉近1.42亿元,资讯,982,0,汇丰控股资讯
08-08 07:46,本身股份之交易,公告,2022,1,汇丰控股资讯
08-07 19:11,汇丰控股(00005)8月6日斥资1.45亿港元回购240.5万股,资讯,1268,0,汇丰控股资讯
08-07 17:26,翌日披露報表,公告,1222,0,汇丰控股资讯
08-07 14:17,汇丰控股(00005-HK)注销已回购的240.5万股,资讯,1191,0,汇丰控股资讯
08-07 13:44,港股午后跌幅轻微扩张 现报25869点跌106点,资讯,3085,0,财经评论
08-07 09:16,汇控开始回购计划 昨日斥1.45亿元购入240.5万股,资讯,1018,0,汇丰控股资讯
08-07 08:53,“坑”了华为的这家大行接连出事：CEO突然辞职 更有50,资讯,76270,56,汇丰控股资讯
08-07 08:45,汇丰控股(00005.HK)回购约240.5万股 每股平均价6.3231,资讯,1083,0,汇丰控股资讯
08-07 08:24,汇丰控股8月6日回购240.5万股股份,资讯,1003,0,汇丰控股资讯
08-07 08:09,本身股份之交易,公告,1323,0,汇丰控股资讯
08-06 16:42,汇丰控股：计划回购最多10亿美元股份,资讯,1402,0,汇丰控股资讯
08-06 16:36,截至2019年7月31日止月份之股份發行人的證券變動月報,公告,2150,0,汇丰控股资讯
08-06 15:27,标普：汇控换CEO反映董事局容忍度下降  相信审慎政策,资讯,1184,0,汇丰控股资讯
08-06 15:21,2019年上半年业绩好于预期,研报,5991,0,汇丰控股资讯
08-06 14:47,标普：汇控(0005.HK)换CEO反映董事局对财务,资讯,1000,0,汇丰控股资讯
08-06 14:47,汇丰计划全球裁员5000人欧洲或首当其冲,资讯,2147,1,汇丰控股资讯
08-06 14:40,汇丰计划全球裁员5000人 欧洲或首当其冲,资讯,39846,12,汇丰控股资讯
08-06 14:29,花旗：汇丰控股(00005-HK)前景仍具挑战维持,资讯,1014,0,汇丰控股资讯
08-06 14:29,高盛: 汇丰控股(00005-HK)目标价为79港元,资讯,923,0,汇丰控股资讯
08-06 14:29,摩根士丹利: 汇丰控股(00005-HK)目标价70港,资讯,1001,0,汇丰控股资讯
08-06 14:17,前景趋弱,研报,3997,0,汇丰控股资讯
08-06 13:38,汇丰控股(00005-HK)拟回购最多10亿美元股份,资讯,943,0,汇丰控股资讯
08-06 13:12,汇丰控股(00005.HK):与Morgan Stanley订立,资讯,1091,0,汇丰控股资讯
08-06 12:37,汇丰控股(00005)拟回购金额最多为10亿美元,资讯,1357,0,汇丰控股资讯
08-06 12:21,汇控与大摩订立协议 大摩十月中前购买总值,资讯,1082,0,汇丰控股资讯
08-06 12:05,股份回購,公告,2157,0,汇丰控股资讯
08-06 11:26,范宁辞职汇控续跌近3% 瑞信瑞银共被动净沽,资讯,1110,0,汇丰控股资讯
08-06 11:02,标普：汇控换CEO反映董事局容忍度下降 但相,资讯,1129,0,汇丰控股资讯
08-06 01:56,汇丰集团宣布行政总裁范宁辞职 全球削减4千,资讯,2014,0,汇丰控股资讯
08-05 21:03,银行CEO不好当！汇丰CEO范宁离职 在任仅18,资讯,1740,0,汇丰控股资讯
08-05 19:11,汇丰控股料下半年收入增长率与支出增长率之,资讯,1031,0,汇丰控股资讯
08-05 18:35,汇控(00005)确认裁员 集中高层员工,资讯,6176,0,汇丰控股资讯
08-05 17:51,汇控（00005）：十分关注美欧市场 将更严格,资讯,1188,0,汇丰控股资讯
08-05 17:20,花旗：对范宁退任感意外 维持汇丰控股“沽,资讯,1291,0,汇丰控股资讯
08-05 17:14,花旗：对范宁退任感意外 维持汇丰控股(0000,资讯,893,0,汇丰控股资讯
08-05 16:59,汇丰史上最年轻CEO离任 董事会称需要作出改,资讯,1435,0,财经评论
08-05 16:50,汇控：范宁退任行政总裁 集团需改变以应对,资讯,993,0,汇丰控股资讯
08-05 16:48,高盛：维持汇丰控股(00005)“买入”评级 目,资讯,881,0,汇丰控股资讯
08-05 16:48,汇丰(0005.HK)跌1.85%创7个月新低 CEO范宁,资讯,1117,0,汇丰控股资讯
08-05 16:14,汇丰控股范宁宣布辞职祈耀年担任临时集团行,资讯,1046,0,汇丰控股资讯
08-05 15:50,高盛：汇控(0005.HK)次季业绩符预期 评级“,资讯,938,0,汇丰控股资讯
08-05 14:18,汇控(00005-HK)拟短期内展开最多10亿美元的,资讯,861,0,汇丰控股资讯
08-05 14:18,汇控(00005-HK)税前多赚15.8%至124亿美元,资讯,750,0,汇丰控股资讯
08-05 14:18,汇丰控股(00005-HK)：祈耀年担任临时集团行,资讯,1041,0,汇丰控股资讯
08-05 14:18,汇丰控股(00005-HK)范宁今日退任集团行政总,资讯,731,0,汇丰控股资讯
08-05 13:27,汇丰控股CEO范宁宣布辞职,资讯,1722,0,汇丰控股资讯
08-05 13:24,【汇控业绩】杜嘉祺：新任行政总裁遴选或需,资讯,999,0,汇丰控股资讯
08-05 12:57,亚洲税前盈利97.8亿美元 按年升4.3%,资讯,943,0,汇丰控股资讯
08-05 12:55,汇控：续迈向2020年有形股本回报率逾115目,资讯,993,0,汇丰控股资讯
08-05 12:52,大摩：维持汇丰控股(00005)“与大市同步”,资讯,929,0,汇丰控股资讯
08-05 12:47,大摩：汇控第二季业绩稳固 维持目标价70港,资讯,1122,0,财经评论
08-05 11:40,突发！汇丰史上最年轻CEO请辞 曾炮轰管理层,资讯,3343,1,汇丰控股资讯
08-05 11:37,汇控中期列帐基准收入升7.6% 净利息收益升1,资讯,979,0,汇丰控股资讯
08-05 11:36,中期「炒房」税前利润28.24 亿美元按年跌18,资讯,1086,0,财经评论
08-05 11:28,收入增长率与支出增长率之差为正4.5%,资讯,1047,0,汇丰控股资讯
08-05 10:46,汇控CEO离任股价挫1% 瑞信高盛合共净沽出逾,资讯,1117,0,财经评论
08-05 10:15,汇丰控股(0005.HK)一度跌1.85% 连续第9日下,资讯,968,0,汇丰控股资讯
08-05 09:17,上任不足一年半 汇丰控股CEO将离职 公司这,资讯,1852,0,汇丰控股资讯
08-05 08:09,汇控半年列帐基准税后盈利99.4亿美元升18.1％ 息十美,资讯,1254,0,汇丰控股资讯
08-05 08:00,范宁退任汇丰控股(00005)行政总裁及董事职位,资讯,1352,1,汇丰控股资讯
08-05 07:59,范宁退任汇丰控股(00005.HK)行政总裁及董事职位,资讯,1098,0,汇丰控股资讯
08-05 07:58,汇丰控股(00005.HK)中期净利息收益增长0.93%至152.4亿,资讯,1146,0,汇丰控股资讯
08-05 07:51,港股或现“炒股不炒市” 个股机会值得关注,资讯,2061,0,财经评论
08-05 06:36,董事會成員名單及角色與職務,公告,3125,0,汇丰控股资讯
08-05 06:28,2019年中期業績摘要,公告,2006,1,汇丰控股资讯
08-05 06:26,集團行政總裁退任及委任臨時集團行政總裁,公告,1867,0,汇丰控股资讯
07-29 12:23,高盛：料汇控次季收入按年增5% 回购成为焦点,资讯,1795,0,汇丰控股资讯
07-29 10:31,高盛：维持汇丰(00005)“买入”评级 目标价79港元,资讯,1662,0,汇丰控股资讯
07-26 17:16,集團監察委員會的職權範圍,公告,1614,0,汇丰控股资讯
07-24 20:35,汇丰银行：预计欧洲央行将在9月公布分层利率体系,资讯,1622,0,汇丰控股资讯
07-24 17:19,汇丰控股(00005)独董施俊仁获任葛兰素史克(GSK.US)非,资讯,1966,0,汇丰控股资讯
07-24 17:15,汇丰控股(00005.HK)：施俊仁将退任独立非执行董事,资讯,1254,0,汇丰控股资讯
07-24 17:08,董事獲委任為其他上市公司董事及董事退任,公告,1377,0,汇丰控股资讯
07-24 16:50,汇丰控股(00005)将于9月26日派发第二次股息,资讯,1482,0,汇丰控股资讯
07-24 16:46,汇丰控股(00005.HK)将于8月5日董事会议以审议中期业绩,资讯,1159,0,汇丰控股资讯
07-24 16:43,2019年度中期業績及第二次股息,公告,1969,0,汇丰控股资讯
07-12 09:50,汇控核数师：范宁目标进取或增管理层造数风险,资讯,1227,0,汇丰控股资讯
07-11 08:43,汇丰中银同指申请宗数及金额较去年增加,资讯,946,0,汇丰控股资讯
07-10 09:25,汇丰美国行政总裁Patrick Burke将于10月退休,资讯,1060,0,汇丰控股资讯
07-08 18:03,汇丰控股(00005)折让2.45%发行4511.34万股代息股份,资讯,1068,0,汇丰控股资讯
07-08 17:48,翌日披露報表,公告,1059,0,汇丰控股资讯
07-05 16:49,截至2019年6月30日止月份之股份發行人的證券變動月報,公告,1440,0,汇丰控股资讯
06-26 17:36,汇控董事会宣派2019年度第一次股息每股0.1美元,资讯,1018,0,汇丰控股资讯
06-26 17:21,汇丰控股(00005)将于7月5日增发4511.34万股以股代息股,资讯,823,0,汇丰控股资讯
06-26 17:15,汇丰控股(00005.HK)将于7月5日派发2019年度第一次股息,资讯,746,0,汇丰控股资讯
06-26 17:14,2019年度第一次股息,公告,1352,0,汇丰控股资讯
06-24 20:36,汇丰控股（00005）将于7月5日派发2019年度第一次股息,资讯,873,0,汇丰控股资讯
06-24 20:35,汇丰控股(00005.HK)将于7月5日派发2019年度第一次股息,资讯,664,0,汇丰控股资讯
06-24 20:28,2019年度第一次股息,公告,1926,0,汇丰控股资讯
06-24 09:45,恒指低开0.26%报28400点 黄金股、港口航运股逆市上涨,资讯,1908,0,财经评论
06-24 09:28,汇控(00005-HK)被晨星下调目标价 股价现报软,资讯,977,0,财经评论
06-21 13:18,大摩：降汇控(00005)、恒生(00011)及中银(02388)评级,资讯,1754,0,财经评论
06-21 11:07,汇丰率先行动 成香港首家“免费”银行！虚拟银行冲击,资讯,1981,0,汇丰控股资讯
06-19 15:57,陈振英：汇丰取消最低结馀收费 料有其他传统银行效法,资讯,1212,0,汇丰控股资讯
06-18 16:32,工行(03988)伦敦分行与汇丰银行(00005)等开展绿色融资,资讯,737,0,汇丰控股资讯
06-18 09:18,汇控拟美国开50零售分行 聘逾300人,资讯,769,0,汇丰控股资讯
06-17 10:48,汇控无惧高盛降目标 三连跌后随市升1%,资讯,946,0,财经评论
06-17 09:44,恒指高开0.49%报27252点 新能源电池股、內险股涨幅居,资讯,2239,0,财经评论
06-13 09:50,国泰君安：5月M2符预期 料今年流动性中性偏松,资讯,1410,1,财经评论
06-11 19:56,汇丰控股(00005)增持信义能源(03868)1517万股 每股作,资讯,6622,0,财经评论
06-11 17:19,汇丰(00005)推出8.8亿美元专项科技信贷基金 重点支持,资讯,961,0,汇丰控股资讯
06-11 08:53,汇丰延长短存４厘息优惠期至下周六,资讯,1023,0,汇丰控股资讯
06-10 15:52,与汇丰(00005)合作推零售积分互换 屈臣氏称无上市时间,资讯,1693,0,财经评论
06-06 16:48,截至2019年5月31日止月份之股份發行人的證券變動月報,公告,1030,0,汇丰控股资讯
06-03 12:13,董事會成員名單及角色與職務,公告,1891,0,汇丰控股资讯
06-03 11:04,传汇控投行部门裁500人 股份现挫近1%,资讯,1166,1,财经评论
05-31 17:37,巴莱克：汇控(00005)资金需求压力大，回购计划存在多,资讯,1449,0,汇丰控股资讯
05-31 13:34,传汇控（00005）拟数周内裁500「炒房」员工,资讯,1686,0,汇丰控股资讯
05-31 13:19,消息称汇控拟数周内裁500炒房员工,资讯,975,0,财经评论
05-31 11:23,麦格理：微调汇控(00005)目标价至57港元 维持“跑输大,资讯,1176,0,财经评论
05-29 18:40,汇丰控股(00005)根据股份奖励计划合计发行59.92万股,资讯,888,0,汇丰控股资讯
05-29 17:54,翌日披露報表,公告,890,0,汇丰控股资讯
05-29 16:36,2019年度第一次股息; 以股代息,公告,1445,1,汇丰控股资讯
05-29 16:36,2019年度第一次股息; 以股代息,公告,1395,0,汇丰控股资讯
05-29 13:13,汇控拟年底增300员工至亚洲零售财富管理部门,资讯,753,0,财经评论
05-29 11:05,汇控拟年底增加亚洲零售财富管理部门员工300人,资讯,747,0,汇丰控股资讯
05-28 04:29,汇丰大中华区行政总裁黄碧娟：“珠三角业务力争在2020,资讯,1430,0,汇丰控股资讯
05-23 17:36,汇丰控股(00005)2019年度第一次股息以股代息每股市值,资讯,1284,0,汇丰控股资讯
05-23 17:22,2019年度第一次股息以股代息選擇,公告,1346,0,汇丰控股资讯
05-23 17:14,汇丰控股(00005.HK)将于7月5日派发第一次股息 可选择,资讯,1004,0,汇丰控股资讯
05-21 15:38,汇控两手122万股非自动对盘交易 涉7980万元,资讯,996,0,汇丰控股资讯
05-19 11:51,汇丰控股维持增持评级，微升目标价至75港元,研报,6303,0,汇丰控股资讯
05-19 11:44,汇丰控股首季成本控制优预期，维持中性评级,研报,5760,0,汇丰控股资讯
05-14 16:24,大摩：升汇控(0005.HK)目标价至75港元 指香,资讯,1934,0,汇丰控股资讯
05-14 16:11,大摩：维持汇控(00005)“增持”评级 微升目,资讯,799,0,汇丰控股资讯
05-10 17:47,因操纵外汇市场！花旗等七家银行将被欧盟反,资讯,3041,0,汇丰控股资讯
05-08 16:16,汇控跌2% 穿十天廿天线,资讯,2064,0,财经评论
05-07 16:36,截至2019年4月30日止月份之股份發行人的證,公告,1027,0,汇丰控股资讯
05-07 07:55,稳步增长,研报,13032,0,汇丰控股资讯
05-06 10:42,高盛：恒生(00011.HK)首季业绩优于预期 目,资讯,1668,0,汇丰控股资讯
05-05 16:58,汇丰控股点评,研报,13334,0,汇丰控股资讯
05-03 23:24,大摩：汇控(00005)维持“增持”评级及目标,资讯,1215,0,汇丰控股资讯
05-03 23:23,瑞信：汇控(00005)首季成本控制及资本水平,资讯,1062,0,汇丰控股资讯
05-03 22:47,汇控：无大型成本节约计划 冀今年员工数目,资讯,895,0,汇丰控股资讯
05-03 22:37,汇控：港元拆息回升 料净息差压力消退,资讯,990,0,汇丰控股资讯
05-03 17:10,瑞银：给予汇控(00005)“中性”评级 目标价,资讯,1164,0,财经评论
05-03 16:10,瑞银：予汇控(00005.HK)“中性”评级 目标,资讯,1065,0,财经评论
05-03 16:06,瑞信：汇控(00005.HK)首季成本控制及资本水,资讯,1141,0,财经评论
05-03 14:59,高盛升汇控(00005)目标价至78元 重申买入评,资讯,1226,0,财经评论
05-03 14:04,汇丰控股(0005.HK)直线拉升促恒指一度拉涨,资讯,1913,0,汇丰控股资讯
05-03 13:59,首季同比多赚34% 汇丰控股午后直线拉升、现,资讯,1268,0,汇丰控股资讯
05-03 13:36,汇控首季税后盈利增逾三成一 现急涨近3％,资讯,1047,0,财经评论
05-03 13:31,首季净利同比增33.9%至41.34亿美元 汇丰控,资讯,1403,0,汇丰控股资讯
05-03 13:29,汇丰控股(00005.HK)首季经调整税前利润升9%,资讯,1162,0,汇丰控股资讯
05-03 13:25,汇丰控股第一季度营收144亿美元 高于市场预,资讯,1438,0,汇丰控股资讯
05-03 13:17,汇丰控股(00005)一季度股东应占利润同比增,资讯,1262,0,汇丰控股资讯
05-03 12:09,2019年第一季盈利公布 - 摘要,公告,2928,0,汇丰控股资讯
05-01 05:29,赌股黄金周概念勿高追 腾讯汇控上涨空间有,资讯,2145,0,腾讯控股资讯
04-29 17:25,券商：预计汇控(0005.HK)首季税前利润升逾7,资讯,1601,0,汇丰控股资讯
04-29 14:51,高盛：预计汇控（00005）首季基本税前溢利5,资讯,1726,0,财经评论
04-29 13:09,腾讯站稳20天线上反弹 留意购17806,资讯,2517,0,海底捞资讯
04-29 12:51,高盛：预计汇控(00005.HK)首季基本税前溢利,资讯,1989,0,财经评论
04-26 13:26,美银美林：料汇控(00005.HK)首季税前盈利51,资讯,1736,0,财经评论
04-26 13:01,美银美林：料汇控(00005)今年开支增速将与,资讯,1547,0,财经评论
04-26 12:23,腾讯考验20天线获承接 留意购17806,资讯,2534,0,海底捞资讯
04-25 13:12,大摩：预计汇控(0005.HK)首季经调整税前利,资讯,1122,0,汇丰控股资讯
04-25 12:59,大摩：维持对汇控“增持”评级  目标价73港,资讯,2092,0,财经评论
04-18 16:47,汇丰控股(00005)委任葛伟治为公司秘书长,资讯,1238,0,汇丰控股资讯
04-18 16:41,汇丰控股(00005.HK)委任葛伟治为秘书长,资讯,979,0,汇丰控股资讯
04-18 16:38,集團公司秘書長變更,公告,937,0,汇丰控股资讯
04-18 12:13,铁塔季绩佳创新高 留意购27213,资讯,2848,0,财经评论
04-17 12:48,铁塔将公布首季业绩 留意购27213,资讯,3443,0,财经评论
04-16 00:00,2019年第一季盈利公布及2019年度第一次股息,公告,3126,0,汇丰控股资讯
04-15 00:00,董事會成員名單及角色與職務,公告,974,0,汇丰控股资讯
04-12 22:20,汇丰控股(00005)：埃文斯退任董事,资讯,1051,0,汇丰控股资讯
04-12 22:15,汇丰控股(00005.HK)：埃文斯退任董事  戴国,资讯,993,0,汇丰控股资讯
04-12 12:38,铁塔站2元之上反弹 留意购28511,资讯,3101,0,财经评论
04-12 00:00,2019年股東周年大會投票表決結果及董事會和,公告,805,0,汇丰控股资讯
04-12 00:00,股東周年大會聲明,公告,965,0,汇丰控股资讯
04-11 13:57,港股午后跌幅收窄 现报29881跌238点,资讯,2322,0,财经评论
04-10 12:21,铁塔连日破顶后调整低位 留意购28511,资讯,3489,0,财经评论
04-10 08:40,汇丰控股(00005.HK)4月8日发行1.41亿股代息股份,资讯,1121,0,汇丰控股资讯
04-09 18:50,汇丰控股(00005)折让5.09%发行1.41亿股代息股份,资讯,1056,0,汇丰控股资讯
04-09 18:17,翌日披露報表,公告,1139,0,汇丰控股资讯
04-08 13:34,高盛：重申吁买汇控及渣打 但将中银剔出“确信买入”,资讯,1467,0,汇丰控股资讯
04-08 12:44,環境、社會及管治報告,公告,916,0,汇丰控股资讯
04-04 18:03,汇控：策略进展良好 总部会继续留在英国,资讯,1206,0,汇丰控股资讯
04-04 18:03,汇控：派息及回购需平衡业务发展需要,资讯,1341,0,汇丰控股资讯
04-04 17:05,汇控：环球增长正减慢 冀中美贸易谈判有好结果,资讯,1930,0,汇丰控股资讯
04-03 17:36,截至2019年3月31日止月份之股份發行人的證券變動月報,公告,939,0,汇丰控股资讯
03-27 17:47,汇丰控股(00005.HK)将于4月8日发行1.41亿股代息股份,资讯,2006,0,汇丰控股资讯
03-27 17:35,2018年度第四次股息,公告,2540,0,汇丰控股资讯
03-27 10:59,汇控两手共200万股交叉盘 涉资1.28亿元,资讯,1453,0,财经评论
